truck_id,truck_age,load_capacity_pounds,mileage_mpg,fuel_type
25050875,8,3000.0,22,diesel
28817628,8,20000.0,22,diesel
19924593,11,3000.0,15,gas
25117738,9,15000.0,16,gas
20252337,9,10000.0,24,diesel
17387364,9,4000.0,27,diesel
11564121,12,4000.0,19,gas
44799976,12,10000.0,26,diesel
11316377,9,15000.0,19,gas
95480943,8,6000.0,15,gas
13322827,11,3000.0,23,diesel
22443942,14,10000.0,17,gas
32864710,12,4000.0,20,diesel
29178779,10,15000.0,29,
10180743,11,6000.0,26,diesel
72146642,10,6000.0,17,
21125310,6,4000.0,23,diesel
40423910,8,4000.0,28,diesel
60913739,11,4000.0,15,gas
19220150,7,20000.0,20,gas
23622109,8,10000.0,26,diesel
66683794,5,15000.0,24,diesel
17884689,7,6000.0,28,diesel
31766919,7,15000.0,17,gas
58866984,11,6000.0,27,diesel
25315839,10,6000.0,17,gas
18561890,7,,20,diesel
26749209,11,3000.0,21,gas
16497961,12,6000.0,17,gas
31807947,8,3000.0,22,diesel
54036321,10,15000.0,24,diesel
32865089,13,4000.0,16,gas
65974657,8,6000.0,26,diesel
20482407,7,4000.0,25,diesel
11942046,6,4000.0,16,gas
28581832,7,10000.0,23,diesel
12283835,10,15000.0,16,gas
30434751,8,6000.0,25,diesel
28760660,11,15000.0,21,diesel
51330131,6,,26,diesel
24882999,9,15000.0,24,diesel
13246528,10,3000.0,22,diesel
32053728,9,10000.0,22,diesel
88819781,8,15000.0,19,gas
94934565,11,4000.0,18,gas
33326175,7,10000.0,25,diesel
18940617,13,,24,diesel
32048264,8,10000.0,19,
13260637,11,4000.0,24,diesel
17277291,11,3000.0,22,diesel
47199758,9,3000.0,23,diesel
19301208,11,3000.0,17,gas
17017247,10,20000.0,22,diesel
26803776,7,3000.0,15,gas
94574989,9,6000.0,25,diesel
28188509,10,6000.0,25,diesel
25704375,9,20000.0,22,diesel
29432775,10,20000.0,17,gas
91982850,11,4000.0,17,gas
43523687,12,3000.0,18,gas
37595820,10,15000.0,18,gas
13999746,13,15000.0,19,gas
29843883,10,3000.0,22,diesel
25618223,10,10000.0,19,gas
28971650,8,4000.0,16,gas
58546151,12,6000.0,24,diesel
20661206,9,15000.0,27,diesel
11845171,12,10000.0,16,gas
83770030,6,4000.0,11,gas
31293981,7,4000.0,17,gas
33391952,7,6000.0,23,diesel
30142509,15,4000.0,17,gas
78735626,13,15000.0,19,gas
13193058,12,4000.0,22,diesel
30723415,8,4000.0,18,gas
21032614,11,10000.0,19,gas
17945973,11,4000.0,19,gas
21705793,14,3000.0,22,diesel
13641354,8,15000.0,26,diesel
30390425,9,6000.0,17,gas
13196565,11,3000.0,22,diesel
16246545,10,4000.0,18,gas
32388815,9,15000.0,21,diesel
22007337,12,10000.0,24,diesel
29884530,9,4000.0,17,gas
19095731,5,4000.0,16,
98052326,10,6000.0,27,diesel
11835599,10,4000.0,24,diesel
45254942,9,3000.0,21,diesel
28866540,11,3000.0,24,gas
52804295,11,10000.0,14,gas
25853258,8,3000.0,22,diesel
63170233,7,4000.0,22,diesel
20539252,8,3000.0,24,diesel
30937896,8,20000.0,17,
13701678,13,3000.0,27,diesel
29336991,9,3000.0,16,gas
32557240,11,4000.0,24,diesel
26346569,9,3000.0,24,diesel
14433691,7,3000.0,16,gas
17496529,12,3000.0,23,diesel
25374393,11,20000.0,17,
20283153,8,10000.0,17,gas
29284580,9,4000.0,16,gas
26760108,8,10000.0,14,gas
30898353,6,15000.0,26,diesel
18493697,10,4000.0,26,diesel
57580910,10,6000.0,17,gas
32111802,9,6000.0,17,gas
14969134,8,10000.0,26,diesel
24322464,12,15000.0,25,diesel
19945346,9,15000.0,23,diesel
13883923,5,15000.0,23,diesel
82081587,11,15000.0,24,diesel
18204175,7,20000.0,17,gas
27063055,12,15000.0,24,diesel
88461049,7,6000.0,21,diesel
66822391,11,6000.0,12,gas
15436397,8,10000.0,23,diesel
20205682,8,3000.0,24,diesel
85416403,11,6000.0,16,gas
26716985,7,15000.0,19,
26225733,10,3000.0,21,diesel
20698203,11,4000.0,16,gas
19424012,11,6000.0,17,gas
13734459,6,15000.0,21,diesel
32156165,10,3000.0,17,gas
24670198,9,3000.0,18,gas
69327588,10,3000.0,22,diesel
13006940,11,15000.0,23,diesel
81068169,11,15000.0,23,diesel
28450066,10,3000.0,22,gas
47398395,12,4000.0,22,diesel
24624497,11,4000.0,18,gas
33892826,9,3000.0,17,gas
33145456,10,4000.0,24,diesel
16613236,6,15000.0,18,gas
25463189,9,15000.0,19,gas
18447837,9,6000.0,19,gas
30619790,11,20000.0,19,gas
11663552,7,3000.0,24,diesel
17984100,9,3000.0,24,diesel
26411380,14,6000.0,23,diesel
22422306,10,15000.0,23,diesel
33573400,10,3000.0,17,gas
82741473,10,6000.0,29,diesel
24746768,15,6000.0,21,gas
15533946,6,15000.0,18,
27743523,9,15000.0,22,diesel
77040880,8,6000.0,20,diesel
70128697,10,4000.0,23,diesel
10299019,8,15000.0,17,gas
24233814,7,,25,diesel
10231357,10,10000.0,18,gas
20194392,10,3000.0,21,gas
30548837,11,3000.0,26,diesel
33748476,12,3000.0,19,gas
26767469,6,10000.0,16,gas
21097795,12,20000.0,18,gas
12211361,8,10000.0,23,diesel
17787573,7,15000.0,25,diesel
16368426,8,15000.0,16,gas
21394134,7,,25,diesel
49884962,7,,25,diesel
10929164,10,3000.0,26,diesel
34012654,12,20000.0,26,diesel
19790058,9,3000.0,16,gas
66668483,9,6000.0,21,gas
18721262,12,15000.0,22,diesel
25691185,8,10000.0,27,diesel
11850429,9,10000.0,27,diesel
71897727,9,6000.0,19,gas
33582463,9,6000.0,15,gas
24445769,14,6000.0,22,diesel
18899925,10,3000.0,24,diesel
38275836,11,10000.0,17,gas
26852960,10,3000.0,19,gas
17077324,12,,18,gas
96337481,10,6000.0,25,diesel
14109119,13,4000.0,26,diesel
31870298,9,20000.0,19,gas
18884690,12,6000.0,19,gas
32304949,11,10000.0,19,gas
31833859,6,10000.0,18,gas
22192218,9,15000.0,20,gas
26393061,11,4000.0,24,diesel
28754860,12,10000.0,25,diesel
20523896,11,6000.0,23,diesel
13426754,9,4000.0,21,diesel
32064593,12,10000.0,17,gas
32464396,10,3000.0,19,gas
21597433,10,20000.0,22,diesel
17779800,11,4000.0,24,diesel
92322431,10,6000.0,23,diesel
21983131,12,10000.0,22,diesel
55576857,8,3000.0,23,diesel
25470787,10,3000.0,16,gas
21016823,7,15000.0,26,diesel
26730938,11,4000.0,24,diesel
11321137,10,3000.0,19,gas
13363106,9,20000.0,19,gas
16134175,9,15000.0,20,diesel
25812199,10,6000.0,24,diesel
43629979,9,3000.0,20,gas
42300252,5,10000.0,23,diesel
24654257,9,15000.0,25,diesel
99485464,8,3000.0,19,gas
23608280,10,6000.0,18,
30856611,6,4000.0,24,diesel
62332459,9,10000.0,15,gas
31978001,8,3000.0,27,diesel
30769301,15,15000.0,25,diesel
35547382,10,3000.0,21,gas
19761644,6,3000.0,25,diesel
18091756,9,4000.0,18,gas
67906530,11,6000.0,22,diesel
13990522,11,20000.0,22,diesel
99664405,8,3000.0,22,diesel
24891855,8,10000.0,26,diesel
56671924,9,3000.0,22,diesel
30440990,8,6000.0,25,diesel
25375598,12,15000.0,24,diesel
19202933,12,4000.0,24,diesel
22469662,7,3000.0,24,diesel
10497416,11,4000.0,19,gas
29089862,7,6000.0,18,gas
16027229,11,3000.0,24,diesel
31431132,6,,17,gas
14941602,10,3000.0,24,diesel
30492373,11,10000.0,14,gas
87309070,9,6000.0,18,gas
29292035,9,6000.0,24,diesel
18307948,13,4000.0,13,gas
20946964,10,3000.0,16,gas
17974775,9,20000.0,19,gas
22916520,10,15000.0,22,diesel
33548280,7,20000.0,13,gas
30947024,12,3000.0,13,gas
18234899,10,4000.0,24,diesel
18924069,9,15000.0,21,diesel
22596717,9,15000.0,17,gas
18950712,7,15000.0,22,gas
49456947,9,6000.0,19,gas
46065982,8,6000.0,17,gas
23900894,10,4000.0,15,gas
83681090,12,6000.0,24,diesel
11402175,9,15000.0,27,diesel
29753755,10,4000.0,22,diesel
69963510,11,15000.0,24,diesel
30237242,10,6000.0,13,gas
21659663,9,3000.0,25,diesel
67390548,9,3000.0,24,diesel
27831338,7,6000.0,25,diesel
17591502,11,10000.0,25,diesel
10273980,11,4000.0,24,diesel
12719244,13,4000.0,20,gas
19747191,10,10000.0,25,diesel
14419513,11,4000.0,25,diesel
27840680,12,15000.0,18,gas
29498159,8,10000.0,24,diesel
25434518,9,3000.0,22,gas
24578714,10,3000.0,23,diesel
33500681,8,15000.0,23,diesel
23727577,9,10000.0,20,gas
28327909,10,10000.0,25,diesel
10906516,9,20000.0,27,diesel
18628134,9,15000.0,25,diesel
16291318,9,6000.0,12,gas
10008392,7,10000.0,23,diesel
63052683,7,6000.0,16,gas
50009989,14,15000.0,17,gas
83616092,14,15000.0,21,diesel
64713507,8,3000.0,19,gas
96961596,7,15000.0,18,gas
20585832,9,15000.0,16,gas
24306620,8,6000.0,24,diesel
48204624,11,4000.0,16,gas
13569760,14,15000.0,15,gas
29442078,10,20000.0,19,
98257298,6,3000.0,14,gas
26486771,9,3000.0,24,diesel
29607288,8,3000.0,18,gas
11095479,11,15000.0,21,diesel
18463455,6,20000.0,24,diesel
16430282,11,3000.0,16,gas
10187667,11,15000.0,15,gas
62808369,10,15000.0,18,gas
38689999,10,3000.0,17,gas
64897634,10,3000.0,23,diesel
13193143,6,10000.0,20,gas
16301082,11,20000.0,26,diesel
25047292,11,6000.0,19,
32628685,11,15000.0,18,gas
29017409,6,6000.0,24,diesel
69638306,11,15000.0,20,diesel
29283906,10,3000.0,19,gas
13825067,9,20000.0,28,diesel
31472253,10,4000.0,17,gas
13227936,10,4000.0,24,diesel
31664257,12,4000.0,24,diesel
10869458,12,15000.0,18,gas
23901462,12,3000.0,24,diesel
21886845,11,15000.0,24,
83766221,10,6000.0,21,
11362951,14,6000.0,15,gas
26207692,9,3000.0,21,diesel
74647097,11,4000.0,16,gas
76939443,10,20000.0,23,diesel
17287024,12,15000.0,17,gas
21936724,15,4000.0,20,diesel
19351626,10,,22,diesel
16154327,10,6000.0,24,diesel
16974912,9,3000.0,25,diesel
73084601,12,3000.0,16,gas
29754543,8,4000.0,21,diesel
50163414,8,15000.0,13,gas
22377469,12,15000.0,16,gas
53838896,8,15000.0,20,gas
20996187,8,4000.0,28,diesel
28136927,12,10000.0,16,gas
15409985,10,15000.0,25,diesel
95917365,8,4000.0,19,gas
12201083,14,,22,diesel
92186250,10,10000.0,17,gas
21201884,12,10000.0,24,diesel
74086764,11,4000.0,16,gas
11486762,8,15000.0,17,gas
51379229,7,10000.0,21,gas
54866249,9,10000.0,18,gas
16482316,11,3000.0,21,gas
75875792,8,15000.0,19,gas
45955099,7,3000.0,24,diesel
10236020,14,20000.0,27,diesel
24015925,10,15000.0,18,gas
74796611,8,6000.0,18,gas
14680861,10,4000.0,18,gas
24467813,8,4000.0,24,diesel
30111336,10,3000.0,16,gas
17366141,9,,23,diesel
60858923,8,4000.0,14,gas
31463722,11,4000.0,25,diesel
96621929,7,20000.0,17,gas
35477069,10,3000.0,19,diesel
31878880,11,3000.0,23,diesel
11610010,14,3000.0,24,diesel
12725734,8,15000.0,17,
23941587,9,6000.0,21,diesel
99016854,13,15000.0,17,gas
34009707,9,4000.0,19,diesel
23939310,10,15000.0,22,diesel
16376219,12,15000.0,27,diesel
53651873,6,15000.0,15,gas
19190763,9,3000.0,21,diesel
15372000,7,4000.0,18,gas
10868310,11,4000.0,23,diesel
26486445,10,4000.0,18,gas
33976838,10,3000.0,26,diesel
22851295,11,10000.0,17,gas
30154214,9,20000.0,19,gas
25598499,10,4000.0,17,gas
44289374,9,6000.0,16,gas
41968183,12,15000.0,22,diesel
45895754,7,,17,gas
85129439,9,6000.0,19,gas
12246257,12,3000.0,24,gas
17922122,7,15000.0,19,gas
10960110,12,4000.0,19,gas
95011081,9,10000.0,18,gas
17709480,14,15000.0,20,gas
56036368,12,15000.0,15,gas
10379022,9,3000.0,15,gas
98608929,12,20000.0,26,diesel
14708548,11,,19,gas
19336784,11,3000.0,26,diesel
56162463,11,6000.0,27,diesel
23995242,9,15000.0,18,gas
56073339,15,3000.0,25,diesel
42958017,10,3000.0,21,diesel
17070888,9,4000.0,16,gas
12063845,9,20000.0,18,gas
20951755,5,3000.0,23,diesel
30083380,7,3000.0,22,diesel
14351038,10,3000.0,16,gas
75811218,9,3000.0,23,diesel
12553048,12,,23,diesel
17898515,8,10000.0,16,gas
72508517,7,3000.0,18,gas
36435167,8,15000.0,22,gas
26126395,10,15000.0,28,diesel
59336459,10,4000.0,25,diesel
24932516,8,4000.0,23,diesel
22544092,7,20000.0,17,gas
16607545,10,15000.0,19,gas
20898520,10,3000.0,22,diesel
31038386,9,6000.0,20,gas
31815604,9,10000.0,18,gas
12166884,14,15000.0,19,gas
12857613,9,6000.0,22,diesel
84459899,11,3000.0,28,diesel
21634234,10,6000.0,17,gas
36527850,4,3000.0,26,diesel
29164114,11,15000.0,19,gas
89423614,9,3000.0,19,gas
16793343,10,15000.0,27,diesel
40564954,7,15000.0,26,diesel
29206938,9,20000.0,18,gas
28243295,9,6000.0,20,gas
13495355,8,15000.0,24,diesel
23946492,7,10000.0,24,diesel
32731637,10,6000.0,22,diesel
23286874,6,15000.0,20,diesel
37604602,11,10000.0,17,gas
10991097,13,10000.0,25,diesel
10056827,6,4000.0,25,diesel
60559337,9,6000.0,16,gas
31133482,9,4000.0,19,gas
28776587,12,3000.0,23,diesel
22231790,9,20000.0,27,diesel
17905159,7,10000.0,26,diesel
32252915,10,10000.0,25,diesel
30978201,11,10000.0,18,
78342290,10,3000.0,23,diesel
90120575,13,4000.0,21,diesel
16407705,11,3000.0,17,gas
31583570,13,15000.0,22,diesel
20828859,7,15000.0,24,diesel
13251015,10,4000.0,25,diesel
22885978,13,4000.0,18,
33570035,8,4000.0,23,diesel
18604747,8,3000.0,16,gas
32916983,10,3000.0,23,diesel
13422818,10,6000.0,23,diesel
31451827,10,15000.0,17,gas
24771733,13,15000.0,27,diesel
32555803,14,15000.0,22,gas
80360456,7,6000.0,25,diesel
16389693,14,15000.0,15,gas
29663176,11,4000.0,16,gas
15091061,8,15000.0,24,diesel
66446461,8,,15,gas
74678175,10,15000.0,17,gas
10714595,9,6000.0,23,diesel
27204262,12,15000.0,23,diesel
31057961,8,15000.0,24,diesel
96122275,9,4000.0,24,diesel
11500876,11,20000.0,25,diesel
13032213,11,3000.0,20,gas
13818055,10,6000.0,22,diesel
15253275,11,4000.0,17,gas
31823479,9,4000.0,22,diesel
12095369,8,15000.0,23,diesel
23633322,11,10000.0,24,diesel
30972126,10,15000.0,24,diesel
27715877,11,15000.0,17,
31051475,10,6000.0,17,gas
77665093,11,15000.0,23,diesel
64789793,9,3000.0,25,diesel
33325876,11,15000.0,19,
44352561,8,3000.0,24,diesel
18144529,8,3000.0,15,gas
18247041,11,15000.0,26,diesel
86291484,7,10000.0,19,diesel
31289643,6,15000.0,20,diesel
20559907,9,6000.0,28,diesel
12141617,10,3000.0,18,gas
13274951,8,10000.0,17,gas
18196993,8,15000.0,24,diesel
19360154,12,15000.0,20,diesel
12554904,11,10000.0,26,diesel
30101314,8,6000.0,18,gas
29667989,11,4000.0,15,gas
24268814,8,20000.0,16,gas
17999068,13,,17,gas
30002039,9,6000.0,23,diesel
20826347,8,10000.0,15,gas
28775810,14,10000.0,17,gas
25940992,11,10000.0,17,gas
24062736,10,10000.0,18,gas
27490665,6,3000.0,24,diesel
26822470,10,4000.0,26,diesel
20149429,7,4000.0,20,gas
29481033,9,15000.0,20,diesel
85102578,9,4000.0,26,diesel
22094647,8,20000.0,21,gas
20202019,10,4000.0,16,gas
15247179,12,6000.0,19,gas
23554931,9,20000.0,22,gas
18135510,10,3000.0,20,gas
26741519,9,6000.0,26,diesel
18084245,10,3000.0,25,diesel
39104873,7,10000.0,16,gas
18773058,10,3000.0,19,diesel
88492487,7,4000.0,25,diesel
23097077,12,4000.0,20,gas
15838682,10,10000.0,17,gas
23393825,8,20000.0,23,diesel
40343227,8,3000.0,23,diesel
21382275,12,15000.0,25,diesel
67332883,12,3000.0,22,diesel
65820129,11,4000.0,25,diesel
61165323,8,15000.0,24,diesel
16734265,9,10000.0,21,diesel
24616820,7,10000.0,23,diesel
26176222,13,,19,gas
21120933,11,15000.0,22,diesel
11848608,12,15000.0,15,gas
12975922,7,4000.0,25,diesel
27216192,7,10000.0,26,diesel
17343503,8,4000.0,23,diesel
61002733,8,10000.0,19,gas
25461065,10,3000.0,18,gas
25538488,8,10000.0,28,diesel
12036922,10,20000.0,21,gas
19606178,8,15000.0,23,diesel
26392203,6,3000.0,15,gas
15165874,8,15000.0,23,diesel
29238605,11,15000.0,26,diesel
11574692,7,6000.0,22,diesel
42839716,9,3000.0,19,gas
93764998,7,6000.0,23,diesel
35800377,8,3000.0,24,diesel
94412953,11,10000.0,26,diesel
30236733,12,6000.0,22,diesel
25681071,11,20000.0,24,diesel
68897712,9,15000.0,19,gas
15021460,8,4000.0,16,gas
15936314,13,6000.0,18,gas
86300040,11,15000.0,27,diesel
17455005,11,4000.0,23,diesel
30700835,12,3000.0,25,diesel
20539869,12,3000.0,24,diesel
31283392,9,4000.0,21,diesel
11688127,10,10000.0,19,diesel
21454082,7,6000.0,15,gas
32206460,7,3000.0,18,gas
29724606,8,3000.0,19,gas
16104031,10,15000.0,18,gas
91314732,10,3000.0,20,diesel
33267203,13,6000.0,21,diesel
42562600,10,15000.0,23,diesel
30549431,6,6000.0,16,gas
27199418,10,6000.0,13,gas
37803062,9,15000.0,17,gas
20839152,9,20000.0,23,diesel
18312744,6,15000.0,23,diesel
15483314,9,4000.0,20,diesel
19347105,8,15000.0,23,diesel
28855600,9,10000.0,23,diesel
47225350,10,15000.0,20,diesel
64799581,10,4000.0,25,diesel
27065412,10,4000.0,18,gas
29329730,10,10000.0,24,diesel
14488991,11,20000.0,20,gas
21171217,8,6000.0,20,gas
30282879,9,6000.0,23,diesel
15075117,11,15000.0,19,gas
30225264,11,6000.0,22,diesel
26385535,11,10000.0,18,diesel
26925205,10,10000.0,22,gas
31570449,10,,25,diesel
29561686,9,10000.0,21,diesel
55437819,10,3000.0,27,diesel
33861922,4,10000.0,21,diesel
24958136,8,4000.0,24,diesel
26453679,10,10000.0,15,gas
12779172,10,3000.0,22,diesel
25666034,12,20000.0,25,diesel
11362115,5,10000.0,17,gas
27773699,7,15000.0,24,diesel
77925345,12,15000.0,22,diesel
16169592,7,3000.0,26,diesel
93814071,8,6000.0,22,diesel
26591744,10,3000.0,20,diesel
14952628,9,15000.0,25,diesel
32113154,11,3000.0,19,gas
10440136,9,6000.0,23,diesel
33464796,6,4000.0,25,diesel
12388956,11,20000.0,16,gas
20658808,13,15000.0,20,diesel
29113481,12,,25,diesel
51113858,4,6000.0,24,diesel
33393849,11,10000.0,28,diesel
14758432,11,3000.0,21,diesel
26300714,8,,20,diesel
89502718,7,15000.0,22,diesel
31228870,7,20000.0,19,gas
11614287,7,6000.0,18,gas
18391727,11,15000.0,25,diesel
19398597,5,15000.0,20,gas
11353496,6,10000.0,22,diesel
25006328,10,15000.0,26,diesel
70103840,7,4000.0,14,gas
11072962,7,15000.0,20,diesel
50611944,9,4000.0,25,diesel
24066661,14,4000.0,20,gas
12457021,9,15000.0,19,diesel
12652160,9,15000.0,17,gas
12382355,7,6000.0,17,gas
33873001,10,3000.0,17,gas
18580086,7,6000.0,24,diesel
21302712,10,,16,gas
19268982,9,3000.0,26,diesel
32405230,8,15000.0,18,gas
23067645,12,6000.0,16,gas
10233490,10,6000.0,15,gas
53488335,11,3000.0,22,diesel
18405928,10,6000.0,26,diesel
15735831,13,10000.0,24,diesel
30735187,9,3000.0,24,diesel
10750770,8,4000.0,28,diesel
21772476,14,15000.0,22,diesel
12090353,10,15000.0,20,diesel
24820380,9,6000.0,17,gas
17239634,10,3000.0,24,diesel
10529747,13,20000.0,22,
32789303,7,15000.0,17,gas
31047945,10,4000.0,28,diesel
55417825,5,15000.0,16,gas
11845291,10,10000.0,20,gas
31219400,8,15000.0,22,diesel
13279767,11,3000.0,24,diesel
31370619,10,15000.0,18,gas
25830987,11,15000.0,20,diesel
33602397,8,6000.0,23,diesel
20476263,11,15000.0,20,
23294840,10,4000.0,16,gas
13785777,13,6000.0,19,gas
23455732,9,15000.0,24,diesel
38275201,10,10000.0,16,gas
26630473,12,15000.0,13,gas
12586136,10,15000.0,22,diesel
25645784,11,15000.0,25,diesel
13772166,10,6000.0,23,diesel
22423873,12,15000.0,14,gas
19625218,11,6000.0,15,gas
17886411,6,10000.0,23,diesel
24098365,11,,22,diesel
79196554,10,3000.0,19,gas
22242695,10,3000.0,17,gas
89462911,7,4000.0,24,diesel
20675169,9,10000.0,15,gas
15272377,7,15000.0,17,gas
90639626,6,3000.0,23,diesel
17792974,11,4000.0,22,diesel
17248432,11,6000.0,22,diesel
21865328,10,3000.0,15,gas
33564827,11,15000.0,24,diesel
34755903,12,4000.0,25,diesel
